1	82.4	0.283	
3	122	0.283	
4	15.2	0.283	
6	15.3	0.283	
7	220	0.283	
10	20	0.283	
11	120	0.283	
12	82.4	0.283	
13	96.8	0.283	
14	140	0.283	
15	6.9	0.283	
16	82.4	0.283	
17	154	0.283	
18	225	0.283	
19	222	0.283	
20	82.4	0.283	
21	126	0.283	
22	122	0.283	
23	87.9	0.283	
24	135	0.283	
25	95.2	0.283	
26	146	0.283	
27	82.6	0.283	
28	129	0.283	
29	101	0.283	
30	157	0.283	
31	79.3	0.283	
32	118	0.283	
33	89.4	0.283	
34	143	0.283	
38	3.2	0.283	
40	48.6	0.283	
45	187	0.283	
51	476	0.283	
			
