1	0.000572083	1.9648E-06
3	0.000847016	1.9648E-06
4	0.00010553	1.9648E-06
6	0.000106224	1.9648E-06
7	0.001527405	1.9648E-06
10	0.000138855	1.9648E-06
11	0.00083313	1.9648E-06
12	0.000572083	1.9648E-06
13	0.000672058	1.9648E-06
14	0.000971985	1.9648E-06
15	4.7905E-05	1.9648E-06
16	0.000572083	1.9648E-06
17	0.001069184	1.9648E-06
18	0.001562119	1.9648E-06
19	0.001541291	1.9648E-06
20	0.000572083	1.9648E-06
21	0.000874787	1.9648E-06
22	0.000847016	1.9648E-06
23	0.000610268	1.9648E-06
24	0.000937271	1.9648E-06
25	0.00066095	1.9648E-06
26	0.001013642	1.9648E-06
27	0.000573471	1.9648E-06
28	0.000895615	1.9648E-06
29	0.000701218	1.9648E-06
30	0.001090012	1.9648E-06
31	0.00055056	1.9648E-06
32	0.000819245	1.9648E-06
33	0.000620682	1.9648E-06
34	0.000992813	1.9648E-06
38	2.22168E-05	1.9648E-06
40	0.000337418	1.9648E-06
45	0.001298294	1.9648E-06
51	0.003304749	1.9648E-06
