1	2.33851E-06	8.03154E-09
3	3.46236E-06	8.03154E-09
4	4.31376E-07	8.03154E-09
6	4.34214E-07	8.03154E-09
7	6.2436E-06	8.03154E-09
10	5.676E-07	8.03154E-09
11	3.4056E-06	8.03154E-09
12	2.33851E-06	8.03154E-09
13	2.74718E-06	8.03154E-09
14	3.9732E-06	8.03154E-09
15	1.95822E-07	8.03154E-09
16	2.33851E-06	8.03154E-09
17	4.37052E-06	8.03154E-09
18	6.3855E-06	8.03154E-09
19	6.30036E-06	8.03154E-09
20	2.33851E-06	8.03154E-09
21	3.57588E-06	8.03154E-09
22	3.46236E-06	8.03154E-09
23	2.4946E-06	8.03154E-09
24	3.8313E-06	8.03154E-09
25	2.70178E-06	8.03154E-09
26	4.14348E-06	8.03154E-09
27	2.34419E-06	8.03154E-09
28	3.66102E-06	8.03154E-09
29	2.86638E-06	8.03154E-09
30	4.45566E-06	8.03154E-09
31	2.25053E-06	8.03154E-09
32	3.34884E-06	8.03154E-09
33	2.53717E-06	8.03154E-09
34	4.05834E-06	8.03154E-09
38	9.0816E-08	8.03154E-09
40	1.37927E-06	8.03154E-09
45	5.30706E-06	8.03154E-09
51	1.35089E-05	8.03154E-09
