1	0.093339836	0.000320572
3	0.13819733	0.000320572
4	0.017218028	0.000320572
6	0.017331305	0.000320572
7	0.2492083	0.000320572
10	0.0226553	0.000320572
11	0.1359318	0.000320572
12	0.093339836	0.000320572
13	0.109651652	0.000320572
14	0.1585871	0.000320572
15	0.007816079	0.000320572
16	0.093339836	0.000320572
17	0.17444581	0.000320572
18	0.254872125	0.000320572
19	0.25147383	0.000320572
20	0.093339836	0.000320572
21	0.14272839	0.000320572
22	0.13819733	0.000320572
23	0.099570044	0.000320572
24	0.152923275	0.000320572
25	0.107839228	0.000320572
26	0.16538369	0.000320572
27	0.093566389	0.000320572
28	0.146126685	0.000320572
29	0.114409265	0.000320572
30	0.177844105	0.000320572
31	0.089828265	0.000320572
32	0.13366627	0.000320572
33	0.101269191	0.000320572
34	0.161985395	0.000320572
38	0.003624848	0.000320572
40	0.055052379	0.000320572
45	0.211827055	0.000320572
51	0.53919614	0.000320572
